confidence,id,brand,name_ja,model,needs_weight,needs_price,current_weight,current_price,current_status,candidate_weight_grams,candidate_msrp_jpy,source_url,identity_score,weight_snippet,price_snippet,notes
low,aad89d40-b629-42df-9083-a82e70fc199c,finetrack,カミノパンツ,カミノパンツ,yes,yes,,,needs_review,,,https://www.finetrack.com/products/?s=%E3%82%AB%E3%83%9F%E3%83%8E%E3%83%91%E3%83%B3%E3%83%84,0,,,
reviewable,92e9d564-5071-4557-a807-0e5c21c7f9ea,finetrack,ゴージュタープ,ゴージュタープ,,yes,455,,verified,300,,https://www.finetrack.com/products/gorge-tarp/,1,重量：300g,,
reviewable,92e9d564-5071-4557-a807-0e5c21c7f9ea,finetrack,ゴージュタープ,ゴージュタープ,,yes,455,,verified,300,,https://www.finetrack.com/products/gorge-tarp,1,重量：300g,,
low,92e9d564-5071-4557-a807-0e5c21c7f9ea,finetrack,ゴージュタープ,ゴージュタープ,,yes,455,,verified,,,https://www.finetrack.com/?s=%E3%82%B4%E3%83%BC%E3%82%B8%E3%83%A5%E3%82%BF%E3%83%BC%E3%83%97,0,,,
low,92e9d564-5071-4557-a807-0e5c21c7f9ea,finetrack,ゴージュタープ,ゴージュタープ,,yes,455,,verified,,,https://www.finetrack.com/products/?s=%E3%82%B4%E3%83%BC%E3%82%B8%E3%83%A5%E3%82%BF%E3%83%BC%E3%83%97,0,,,
reviewable,127d46dd-40ca-4f33-8248-15a702950190,finetrack,ゴージュタープミニ,ゴージュタープミニ,,yes,300,,verified,300,,https://www.finetrack.com/products/gorge-tarp/,1,重量：300g,,
low,127d46dd-40ca-4f33-8248-15a702950190,finetrack,ゴージュタープミニ,ゴージュタープミニ,,yes,300,,verified,,,https://www.finetrack.com/?s=%E3%82%B4%E3%83%BC%E3%82%B8%E3%83%A5%E3%82%BF%E3%83%BC%E3%83%97%E3%83%9F%E3%83%8B,0,,,
low,127d46dd-40ca-4f33-8248-15a702950190,finetrack,ゴージュタープミニ,ゴージュタープミニ,,yes,300,,verified,,,https://www.finetrack.com/products/?s=%E3%82%B4%E3%83%BC%E3%82%B8%E3%83%A5%E3%82%BF%E3%83%BC%E3%83%97%E3%83%9F%E3%83%8B,0,,,
low,1046a172-2d21-4004-96bd-228b8209e991,finetrack,ツエルト1,ツエルト1,,yes,230,,verified,,,https://www.finetrack.com/products/zelt/zelt1/,1,,,
low,1046a172-2d21-4004-96bd-228b8209e991,finetrack,ツエルト1,ツエルト1,,yes,230,,verified,,,https://www.finetrack.com/?s=%E3%83%84%E3%82%A8%E3%83%AB%E3%83%881,0,,,
low,1046a172-2d21-4004-96bd-228b8209e991,finetrack,ツエルト1,ツエルト1,,yes,230,,verified,,,https://www.finetrack.com/products/?s=%E3%83%84%E3%82%A8%E3%83%AB%E3%83%881,0,,,
low,8f69e196-c1bf-4d5a-98b9-82302f7246b4,finetrack,ツエルト2,ツエルト2,yes,yes,,,needs_review,,,https://www.finetrack.com/products/zelt/,1,,,
low,8f69e196-c1bf-4d5a-98b9-82302f7246b4,finetrack,ツエルト2,ツエルト2,yes,yes,,,needs_review,,,https://www.finetrack.com/?s=%E3%83%84%E3%82%A8%E3%83%AB%E3%83%882,0,,,
low,8f69e196-c1bf-4d5a-98b9-82302f7246b4,finetrack,ツエルト2,ツエルト2,yes,yes,,,needs_review,,,https://www.finetrack.com/products/?s=%E3%83%84%E3%82%A8%E3%83%AB%E3%83%882,0,,,
low,ad0ea239-891d-4f0c-a49f-39c3172d804c,finetrack,ツエルト2ロング,ツエルト2ロング,,yes,240,,verified,,,https://www.finetrack.com/products/zelt/zelt2long/,1,,,
low,ad0ea239-891d-4f0c-a49f-39c3172d804c,finetrack,ツエルト2ロング,ツエルト2ロング,,yes,240,,verified,,,https://www.finetrack.com/?s=%E3%83%84%E3%82%A8%E3%83%AB%E3%83%882%E3%83%AD%E3%83%B3%E3%82%B0,0,,,
low,ad0ea239-891d-4f0c-a49f-39c3172d804c,finetrack,ツエルト2ロング,ツエルト2ロング,,yes,240,,verified,,,https://www.finetrack.com/products/?s=%E3%83%84%E3%82%A8%E3%83%AB%E3%83%882%E3%83%AD%E3%83%B3%E3%82%B0,0,,,
low,1913537e-b401-43d3-813f-067978a23204,finetrack,ドライレイヤーウォームロングスリーブ,ドライレイヤーウォームロングスリーブ,yes,yes,,,needs_review,,,https://www.finetrack.com/?s=%E3%83%89%E3%83%A9%E3%82%A4%E3%83%AC%E3%82%A4%E3%83%A4%E3%83%BC%E3%82%A6%E3%82%A9%E3%83%BC%E3%83%A0%E3%83%AD%E3%83%B3%E3%82%B0%E3%82%B9%E3%83%AA%E3%83%BC%E3%83%96,0,,,
low,1913537e-b401-43d3-813f-067978a23204,finetrack,ドライレイヤーウォームロングスリーブ,ドライレイヤーウォームロングスリーブ,yes,yes,,,needs_review,,,https://www.finetrack.com/products/?s=%E3%83%89%E3%83%A9%E3%82%A4%E3%83%AC%E3%82%A4%E3%83%A4%E3%83%BC%E3%82%A6%E3%82%A9%E3%83%BC%E3%83%A0%E3%83%AD%E3%83%B3%E3%82%B0%E3%82%B9%E3%83%AA%E3%83%BC%E3%83%96,0,,,
low,4dc304b2-f571-4279-9f4d-4ca8f8482206,finetrack,ドライレイヤークールT,ドライレイヤークールT,yes,yes,,,needs_review,,,https://www.finetrack.com/?s=%E3%83%89%E3%83%A9%E3%82%A4%E3%83%AC%E3%82%A4%E3%83%A4%E3%83%BC%E3%82%AF%E3%83%BC%E3%83%ABT,0,,,
low,4dc304b2-f571-4279-9f4d-4ca8f8482206,finetrack,ドライレイヤークールT,ドライレイヤークールT,yes,yes,,,needs_review,,,https://www.finetrack.com/products/?s=%E3%83%89%E3%83%A9%E3%82%A4%E3%83%AC%E3%82%A4%E3%83%A4%E3%83%BC%E3%82%AF%E3%83%BC%E3%83%ABT,0,,,
low,ee7362cb-6b6e-4346-b188-5ff9fb9a12aa,finetrack,ドライレイヤーベーシックT,ドライレイヤーベーシックT,yes,yes,,,needs_review,,,https://www.finetrack.com/?s=%E3%83%89%E3%83%A9%E3%82%A4%E3%83%AC%E3%82%A4%E3%83%A4%E3%83%BC%E3%83%99%E3%83%BC%E3%82%B7%E3%83%83%E3%82%AFT,0,,,
low,ee7362cb-6b6e-4346-b188-5ff9fb9a12aa,finetrack,ドライレイヤーベーシックT,ドライレイヤーベーシックT,yes,yes,,,needs_review,,,https://www.finetrack.com/products/?s=%E3%83%89%E3%83%A9%E3%82%A4%E3%83%AC%E3%82%A4%E3%83%A4%E3%83%BC%E3%83%99%E3%83%BC%E3%82%B7%E3%83%83%E3%82%AFT,0,,,
low,5aa633fb-eeb6-479e-ab23-f02d63eaf45f,finetrack,ドラウトクロージャケット,ドラウトクロージャケット,yes,yes,,,needs_review,,,https://www.finetrack.com/?s=%E3%83%89%E3%83%A9%E3%82%A6%E3%83%88%E3%82%AF%E3%83%AD%E3%83%BC%E3%82%B8%E3%83%A3%E3%82%B1%E3%83%83%E3%83%88,0,,,
low,5aa633fb-eeb6-479e-ab23-f02d63eaf45f,finetrack,ドラウトクロージャケット,ドラウトクロージャケット,yes,yes,,,needs_review,,,https://www.finetrack.com/products/?s=%E3%83%89%E3%83%A9%E3%82%A6%E3%83%88%E3%82%AF%E3%83%AD%E3%83%BC%E3%82%B8%E3%83%A3%E3%82%B1%E3%83%83%E3%83%88,0,,,
low,41fcf17c-c717-41ce-8e75-9847e6eb59e3,finetrack,ナノタオル,ナノタオル,yes,yes,,,needs_review,,,https://www.finetrack.com/?s=%E3%83%8A%E3%83%8E%E3%82%BF%E3%82%AA%E3%83%AB,0,,,
low,41fcf17c-c717-41ce-8e75-9847e6eb59e3,finetrack,ナノタオル,ナノタオル,yes,yes,,,needs_review,,,https://www.finetrack.com/products/?s=%E3%83%8A%E3%83%8E%E3%82%BF%E3%82%AA%E3%83%AB,0,,,
low,a32a825c-0ad6-4a05-9459-12c2ba87a1d5,finetrack,ピコシェルター,ピコシェルター,,yes,120,,verified,,,https://www.finetrack.com/products/zelt/picoshelter/,1,,,
low,a32a825c-0ad6-4a05-9459-12c2ba87a1d5,finetrack,ピコシェルター,ピコシェルター,,yes,120,,verified,,,https://www.finetrack.com/?s=%E3%83%94%E3%82%B3%E3%82%B7%E3%82%A7%E3%83%AB%E3%82%BF%E3%83%BC,0,,,
low,a32a825c-0ad6-4a05-9459-12c2ba87a1d5,finetrack,ピコシェルター,ピコシェルター,,yes,120,,verified,,,https://www.finetrack.com/products/?s=%E3%83%94%E3%82%B3%E3%82%B7%E3%82%A7%E3%83%AB%E3%82%BF%E3%83%BC,0,,,
low,4bac0e06-ae46-4785-80ff-99a63d5ad019,finetrack,フロウラップフーディ,フロウラップフーディ,yes,yes,,,needs_review,,,https://www.finetrack.com/?s=%E3%83%95%E3%83%AD%E3%82%A6%E3%83%A9%E3%83%83%E3%83%97%E3%83%95%E3%83%BC%E3%83%87%E3%82%A3,0,,,
low,4bac0e06-ae46-4785-80ff-99a63d5ad019,finetrack,フロウラップフーディ,フロウラップフーディ,yes,yes,,,needs_review,,,https://www.finetrack.com/products/?s=%E3%83%95%E3%83%AD%E3%82%A6%E3%83%A9%E3%83%83%E3%83%97%E3%83%95%E3%83%BC%E3%83%87%E3%82%A3,0,,,
low,fd09b5b1-89ee-430a-92d8-c20878c41619,finetrack,ポリゴンULジャケット,ポリゴンULジャケット,yes,yes,,,needs_review,,,https://www.finetrack.com/?s=%E3%83%9D%E3%83%AA%E3%82%B4%E3%83%B3UL%E3%82%B8%E3%83%A3%E3%82%B1%E3%83%83%E3%83%88,0,,,
low,fd09b5b1-89ee-430a-92d8-c20878c41619,finetrack,ポリゴンULジャケット,ポリゴンULジャケット,yes,yes,,,needs_review,,,https://www.finetrack.com/products/?s=%E3%83%9D%E3%83%AA%E3%82%B4%E3%83%B3UL%E3%82%B8%E3%83%A3%E3%82%B1%E3%83%83%E3%83%88,0,,,
low,881863eb-43ee-4b69-a686-cafd2496084c,finetrack,メリノスピンライトロングスリーブ,メリノスピンライトロングスリーブ,yes,yes,,,needs_review,,,https://www.finetrack.com/?s=%E3%83%A1%E3%83%AA%E3%83%8E%E3%82%B9%E3%83%94%E3%83%B3%E3%83%A9%E3%82%A4%E3%83%88%E3%83%AD%E3%83%B3%E3%82%B0%E3%82%B9%E3%83%AA%E3%83%BC%E3%83%96,0,,,
low,881863eb-43ee-4b69-a686-cafd2496084c,finetrack,メリノスピンライトロングスリーブ,メリノスピンライトロングスリーブ,yes,yes,,,needs_review,,,https://www.finetrack.com/products/?s=%E3%83%A1%E3%83%AA%E3%83%8E%E3%82%B9%E3%83%94%E3%83%B3%E3%83%A9%E3%82%A4%E3%83%88%E3%83%AD%E3%83%B3%E3%82%B0%E3%82%B9%E3%83%AA%E3%83%BC%E3%83%96,0,,,
low,7920db57-54b5-47f7-ab93-d1d2c5e26350,Garmin,eTrex SE,eTrex SE,,yes,157,,verified,,,https://www.garmin.com/en-US/p/835742/pn/010-02734-00/,1,,,
low,9a967ad9-306f-4552-8bf3-cdf5e8f2f351,Nalgene,32oz Wide Mouth Bottle,32oz Wide Mouth Bottle,,yes,177,,verified,,,https://nalgene.com/product/32oz-wide-mouth-bottle/,4,,,
low,9a967ad9-306f-4552-8bf3-cdf5e8f2f351,Nalgene,32oz Wide Mouth Bottle,32oz Wide Mouth Bottle,,yes,177,,verified,,,https://nalgene.com/product-category/bottles/,4,,,
low,9a967ad9-306f-4552-8bf3-cdf5e8f2f351,Nalgene,32oz Wide Mouth Bottle,32oz Wide Mouth Bottle,,yes,177,,verified,,,https://nalgene.com/water-bottles/wide-mouth/,4,,,
low,9a967ad9-306f-4552-8bf3-cdf5e8f2f351,Nalgene,32oz Wide Mouth Bottle,32oz Wide Mouth Bottle,,yes,177,,verified,,,https://nalgene.com/water-bottles/narrow-mouth/,4,,,
low,9a967ad9-306f-4552-8bf3-cdf5e8f2f351,Nalgene,32oz Wide Mouth Bottle,32oz Wide Mouth Bottle,,yes,177,,verified,,,https://nalgene.com/water-bottles/lock-top/,4,,,
reviewable,051f4953-46c6-41a5-a3e2-014921e1bdf0,Osprey,エイジャ48,エイジャ48,yes,yes,,,needs_review,,5000,https://www.lostarrow.co.jp/store/goods/search.aspx?search=x&keyword=%E3%82%A8%E3%82%A4%E3%82%B8%E3%83%A348,1,,税込） ※ 5000円,https://www.osprey.com/search?q=%E3%82%A8%E3%82%A4%E3%82%B8%E3%83%A348:http_403
